parliament,member,birthPlace,coordinates,start,end,party
53,Chris Bryant,Cardiff,(-3.179166666 51.481666666),2001,2005,Conservative Party
52,Bill Cash,Finsbury,(-0.0925 51.5224),1997,2001,Conservative Party
52,Simon Burns,Nottingham,(-1.149166666 52.955),1997,2001,Conservative Party
53,Alistair Burt,Bury,(-2.298552777 53.59315),2001,2005,Conservative Party
52,Christopher Chope,Putney,(-0.2211 51.4649),1997,2001,Conservative Party
52,James Clappison,Beverley,(-0.427 53.845),1997,2001,Conservative Party
52,Kenneth Clarke,West Bridgford,(-1.13 52.92),1997,2001,Conservative Party
52,Andrew Tyrie,Rochford,(0.7065 51.5821),1997,2001,Conservative Party
53,Andrew Turner,Coventry,(-1.516666666 52.416666666),2001,2005,Conservative Party
52,David Tredinnick,Worthing,(-0.371386111 50.814711111),1997,2001,Conservative Party
52,"Lewis Moonie, Baron Moonie",Dundee,(-2.97 56.460555555),1997,2001,Labour Party
52,"Joyce Quin, Baroness Quin",Tynemouth,(-1.423 55.017),1997,2001,Labour Party
52,"Giles Radice, Baron Radice",London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Diane Abbott,Paddington,(-0.173 51.5172),1997,2001,Labour Party
52,"Angela Smith, Baroness Smith of Basildon",London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Glenda Jackson,Birkenhead,(-3.016666666 53.383333333),1997,2001,Labour Party
52,Peter Tapsell,Hove,(-0.1725 50.831111111),1997,2001,Conservative Party
52,Geoffrey Clifton-Brown,Cambridge,(0.1225 52.208055555),1997,2001,Conservative Party
52,Vernon Coaker,London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Ann Coffey,Inverness,(-4.225833333 57.483888888),1997,2001,Labour Party
52,Michael Connarty,Coatbridge,(-4.026666666 55.8625),1997,2001,Labour Party
52,Yvette Cooper,Inverness,(-4.225833333 57.483888888),1997,2001,Labour Party
52,Jeremy Corbyn,Chippenham,(-2.1158 51.4585),1997,2001,Labour Party
52,"Brian Mawhinney, Baron Mawhinney",Belfast,(-5.93 54.596388888),1997,2001,Conservative Party
52,"Quentin Davies, Baron Davies of Stamford",Oxford,(-1.257777777 51.751944444),1997,2001,Conservative Party
52,Oliver Letwin,London,(-0.1275 51.507222222),1997,2001,Conservative Party
52,Eric Pickles,Keighley,(-1.916666666 53.866666666),1997,2001,Conservative Party
52,Michael Portillo,Bushey,(-0.3604 51.6429),1999,2001,Conservative Party
52,John Gummer,Stockport,(-2.149444444 53.408333333),1997,2001,Conservative Party
52,Ken Livingstone,Lambeth,(-0.1193 51.4903),2000,2001,Labour Party
52,Margaret Beckett,Ashton-under-Lyne,(-2.1032 53.4941),1997,2001,Labour Party
52,Harriet Harman,London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Jacqui Smith,Malvern,(-2.325 52.108),1997,2001,Labour Party
52,Caroline Flint,Twickenham,(-0.3369 51.4486),1997,2001,Labour Party
52,Michael Moore,Belfast,(-5.93 54.596388888),1997,2001,Liberal Democrats
53,David Laws,Farnham,(-0.799 51.214),2001,2005,Liberal Democrats
52,"Ronnie Fearn, Baron Fearn",Southport,(-3.008055555 53.646944444),1997,2001,Liberal Democrats
52,Gerry Adams,Belfast,(-5.93 54.596388888),1997,2001,Sinn Féin
52,"Tom King, Baron King of Bridgwater",Rugby,(-1.26 52.37),1997,2001,Conservative Party
53,Iain Wright,Hartlepool,(-1.216666666 54.683333333),2004,2005,Labour Party
52,Kevin Barron,Tadcaster,(-1.262 53.8852),1997,2001,Labour Party
52,Hugh Bayley,Maidenhead,(-0.716666666 51.516666666),1997,2001,Labour Party
53,David Wright,Telford,(-2.4475 52.679166666),2001,2005,Labour Party
52,Anne Begg,Brechin,(-2.655277777 56.73),1997,2001,Labour Party
52,Mike Wood,Crewe,(-2.44 53.099),1997,2001,Labour Party
52,Rosie Winterton,Leicester,(-1.133055555 52.636111111),1997,2001,Labour Party
52,David Winnick,Brighton,(-0.1375 50.820833333),1997,2001,Labour Party
52,Stuart Bell,High Spen,(-1.7831 54.9312),1997,2001,Labour Party
52,Mo Mowlam,Watford,(-0.395833333 51.655277777),1997,2001,Labour Party
52,Hilary Benn,Hammersmith,(-0.2229 51.4928),1999,2001,Labour Party
52,Joe Benton,Bootle,(-2.994166666 53.45),1997,2001,Labour Party
52,Joan Walley,Stoke-on-Trent,(-2.183333333 53.0),1997,2001,Labour Party
52,Clive Betts,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
53,Tom Watson,Sheffield,(-1.470277777 53.380833333),2001,2005,Labour Party
52,David Watts,St Helens,(-2.7461 53.4541),1997,2001,Labour Party
52,Hazel Blears,Salford,(-2.293055555 53.482777777),1997,2001,Labour Party
52,David Blunkett,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
52,Alan Whitehead,Isleworth,(-0.3363 51.4666),1997,2001,Labour Party
52,Ben Bradshaw,London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Don Foster,Preston,(-2.698055555 53.759444444),1997,2001,Liberal Democrats
52,Andrew George,Mullion,(-5.241 50.027),1997,2001,Liberal Democrats
52,Mike Hancock,Portsmouth,(-1.087222222 50.805833333),1997,2001,Liberal Democrats
52,Douglas Alexander,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
52,Graham Allen,Nottingham,(-1.149166666 52.955),1997,2001,Labour Party
52,Adrian Bailey,Salisbury,(-1.7936 51.074),2000,2001,Labour Party
52,Nick Brown,Hawkhurst,(0.5173 51.0471),1997,2001,Labour Party
52,Russell Brown,Annan,(-3.266 54.983),1997,2001,Labour Party
52,Karen Buck,Castlederg,(-7.5934 54.7083),1997,2001,Labour Party
52,Keith Vaz,Aden,(45.033333333 12.8),1997,2001,Labour Party
52,Alan Campbell,Consett,(-1.83 54.85),1997,2001,Labour Party
52,Ronnie Campbell,Tynemouth,(-1.423 55.017),1997,2001,Labour Party
52,Martin Caton,Bishop's Stortford,(0.1725 51.872),1997,2001,Labour Party
53,Liam Byrne,Warrington,(-2.60288 53.38732),2004,2005,Labour Party
52,Richard Burden,Liverpool,(-2.991666666 53.407222222),1997,2001,Labour Party
53,Andy Burnham,Aintree,(-2.9373 53.4793),2001,2005,Labour Party
52,Tom Clarke,Coatbridge,(-4.026666666 55.8625),1997,2001,Labour Party
52,Stephen Twigg,London Borough of Enfield,(-0.079722222 51.654722222),1997,2001,Labour Party
52,Derek Twigg,Widnes,(-2.728 53.363),1997,2001,Labour Party
52,Jon Trickett,Leeds,(-1.543611111 53.7975),1997,2001,Labour Party
52,Stephen Timms,Oldham,(-2.118333333 53.544722222),1997,2001,Labour Party
52,Gareth Thomas,Harrow,(-0.3464 51.5836),1997,2001,Labour Party
53,Mark Tami,Enfield,(-0.080833333 51.652222222),2001,2005,Labour Party
52,Tessa Jowell,London,(-0.1275 51.507222222),1997,2001,Labour Party
52,Ruth Kelly,Limavady,(-6.946 55.053),1997,2001,Labour Party
53,David Miliband,London,(-0.1275 51.507222222),2001,2005,Labour Party
52,Ann Clwyd,Denbighshire,(-3.354444444 53.086666666),1997,2001,Labour Party
52,John Stanley,Metropolitan Borough of St Marylebone,(-0.1601 51.5213),1997,2001,Conservative Party
52,Nicholas Soames,Croydon,(-0.1099 51.3727),1997,2001,Conservative Party
53,Mark Francois,Islington,(-0.1027 51.544),2001,2005,Conservative Party
52,Roger Gale,Poole,(-1.983333333 50.716666666),1997,2001,Conservative Party
52,Nick Gibb,Amersham,(-0.633333333 51.666666666),1997,2001,Conservative Party
53,Keith Simpson,Norwich,(1.292777777 52.628611111),2001,2005,Conservative Party
52,James Gray,Glasgow,(-4.25 55.861111111),1997,2001,Conservative Party
52,Damian Green,Barry,(-3.2667 51.4064),1997,2001,Conservative Party
53,Mark Simmonds,Worksop,(-1.122777777 53.309722222),2001,2005,Conservative Party
52,Richard Shepherd,Aberdeen,(-2.1 57.15),1997,2001,Conservative Party
52,Ian McCartney,Kirkintilloch,(-4.154722222 55.935833333),1997,2001,Labour Party
52,"Estelle Morris, Baroness Morris of Yardley",Manchester,(-2.233333333 53.466666666),1997,2001,Labour Party
52,John Hume,Derry,(-7.341666666 54.991666666),1997,2001,Social Democratic and Labour Party
52,Donald Gorrie,British Raj,(88.337777777 22.541111111),1997,2001,Liberal Democrats
53,John MacDougall,Dunfermline,(-3.461666666 56.071388888),2001,2005,Labour Party
52,"David Clark, Baron Clark of Windermere",Castle Douglas,(-3.929 54.941),1997,2001,Labour Party
52,Alan Milburn,Tow Law,(-1.815180555 54.748),1997,2001,Labour Party
52,"John Reid, Baron Reid of Cardowan",Bellshill,(-4.028333333 55.820555555),1997,2001,Labour Party
53,James Purnell,City of London,(-0.093055555 51.515555555),2001,2005,Labour Party
52,Clare Short,Birmingham,(-1.9025 52.48),1997,2001,Labour Party
52,"Helen Liddell, Baroness Liddell of Coatdyke",Coatbridge,(-4.026666666 55.8625),1997,2001,Labour Party
53,Chris Grayling,London,(-0.1275 51.507222222),2001,2005,Conservative Party
52,Ann Winterton,Sutton Coldfield,(-1.822 52.563),1997,2001,Conservative Party
52,John Butterfill,Kingston upon Thames,(-0.2995 51.4103),1997,2001,Conservative Party
52,Nigel Waterson,Leeds,(-1.543611111 53.7975),1997,2001,Conservative Party
52,David Wilshire,Bristol,(-2.5975 51.453611111),1997,2001,Conservative Party
53,Derek Conway,Newcastle upon Tyne,(-1.613333333 54.977777777),2001,2005,Conservative Party
52,Nicholas Winterton,Rugeley,(-1.9388 52.7599),1997,2001,Conservative Party
52,Peter Ainsworth,Wokingham,(-0.84 51.41),1997,2001,Conservative Party
53,John Baron,Redhill,(-0.1726 51.2393),2001,2005,Conservative Party
52,James Cran,Aberdeen,(-2.1 57.15),1997,2001,Conservative Party
52,Peter Atkinson,Corbridge,(-2.017 54.975),1997,2001,Conservative Party
52,David Curry,Burton upon Trent,(-1.636666666 52.801944444),1997,2001,Conservative Party
52,David Atkinson,Westcliff-on-Sea,(0.690833333 51.539722222),1997,2001,Conservative Party
52,David Maclean,Cromarty,(-4.03701 57.6816),1997,2001,Conservative Party
52,"Alan Howarth, Baron Howarth of Newport",Marylebone,(-0.147 51.5177),1997,2001,Conservative Party
52,"Tony Banks, Baron Stratford",Belfast,(-5.93 54.596388888),1997,2001,Labour Party
52,Gordon Marsden,Manchester,(-2.233333333 53.466666666),1997,2001,Labour Party
52,Jim Murphy,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
53,Pete Wishart,Dunfermline,(-3.461666666 56.071388888),2001,2005,Scottish National Party
53,Mike Weir,Arbroath,(-2.585705555 56.561386111),2001,2005,Scottish National Party
52,"David Chidgey, Baron Chidgey",Basingstoke,(-1.0861976 51.262826),1997,2001,Liberal Democrats
53,Richard Younger-Ross,Surrey,(-0.45 51.25),2001,2005,Liberal Democrats
52,Colin Breed,Surrey,(-0.45 51.25),1997,2001,Liberal Democrats
53,John Barrett,Hobart,(147.316666666 -42.883333333),2001,2005,Liberal Democrats
52,Jackie Ballard,Dunoon,(-4.923 55.947),1997,2001,Liberal Democrats
52,Jacqui Lait,Paisley,(-4.423888888 55.845555555),1997,2001,Conservative Party
52,Lembit Öpik,Bangor,(-5.67 54.66),1997,2001,Liberal Democrats
52,"Robert Maclennan, Baron Maclennan of Rogart",Glasgow,(-4.25 55.861111111),1997,2001,Liberal Democrats
52,Elfyn Llwyd,Betws-y-coed,(-3.792 53.092),1997,2001,Plaid Cymru
52,Dafydd Wigley,Derby,(-1.476666666 52.921666666),1997,2001,Plaid Cymru
53,Hywel Williams,Pwllheli,(-4.416666666 52.883333333),2001,2005,Plaid Cymru
53,Gregory Campbell,County Londonderry,(-6.85 54.92),2001,2005,Democratic Unionist Party
52,Betty Boothroyd,Dewsbury,(-1.633333333 53.683333333),1997,2000,Labour Party
53,John Spellar,Bromley,(0.018305555 51.406444444),2001,2005,Labour Party
52,Paul Flynn,Cardiff,(-3.179166666 51.481666666),1997,2001,Labour Party
53,Hywel Francis,Neath,(-3.81 51.66),2001,2005,Labour Party
53,Mike Gapes,Snaresbrook,(0.014563888 51.587027777),2001,2005,Labour Party
53,Barry Gardiner,Glasgow,(-4.25 55.861111111),2001,2005,Labour Party
52,Dennis Skinner,Clay Cross,(-1.4128 53.1637),1997,2001,Labour Party
52,Roger Godsiff,Lewisham,(-0.005369444 51.461455555),1997,2001,Labour Party
52,Paul Goggins,Manchester,(-2.233333333 53.466666666),1997,2001,Labour Party
52,"Nigel Jones, Baron Jones of Cheltenham",Cheltenham,(-2.078427777 51.896519444),1997,2001,Liberal Democrats
52,Charles Kennedy,Inverness,(-4.225833333 57.483888888),1997,2001,Liberal Democrats
52,"Phil Willis, Baron Willis of Knaresborough",Burnley,(-2.248055555 53.788888888),1997,2001,Liberal Democrats
52,Paddy Ashdown,New Delhi,(77.208888888 28.613888888),1997,2001,Liberal Democrats
52,"Jack Cunningham, Baron Cunningham of Felling",Durham,(-1.566666666 54.783333333),1997,2001,Labour Party
52,Terry Davis,Stourbridge,(-2.148 52.458),1997,2001,Labour Party
52,Tony Wright,Great Yarmouth,(1.733055555 52.607777777),1997,2001,Labour Party
53,Vera Baird,Chadderton,(-2.1426 53.5462),2001,2005,Labour Party
52,John Battle,Bradford,(-1.751 53.794),1997,2001,Labour Party
52,Alan Williams,Caerphilly,(-3.218 51.578),1997,2001,Labour Party
53,Colin Challen,Scarborough,(-0.4 54.2825),2001,2005,Labour Party
52,George Mudie,Dundee,(-2.97 56.460555555),1997,2001,Labour Party
53,Gwyn Prosser,Swansea,(-3.95 51.616666666),2001,2005,Labour Party
52,Fabian Hamilton,Westminster,(-0.1333 51.4995),1997,2001,Labour Party
52,Candy Atherton,Surrey,(-0.45 51.25),1997,2001,Labour Party
52,David Chaytor,Bury,(-2.298552777 53.59315),1997,2001,Labour Party
52,Colin Burgon,Leeds,(-1.543611111 53.7975),1997,2001,Labour Party
52,Bob Wareing,Liverpool,(-2.991666666 53.407222222),1997,2001,Labour Party
52,Paul Truswell,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
52,Denzil Davies,Carmarthen,(-4.316388888 51.856944444),1997,2001,Labour Party
52,Phil Woolas,Scunthorpe,(-0.6502 53.5809),1997,2001,Labour Party
52,Andrew Dismore,Bridlington,(-0.2004 54.088),1997,2001,Labour Party
52,Marsha Singh,Punjab,(75.466666666 30.766666666),1997,2001,Labour Party
52,Richard Caborn,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
53,Brian Wilson,Dunoon,(-4.923 55.947),2001,2005,Labour Party
53,Kali Mountford,Crewe,(-2.44 53.099),2001,2005,Labour Party
52,David Clelland,Gateshead,(-1.6 54.95),1997,2001,Labour Party
52,John Austin,Blaby,(-1.16777 52.5724),1997,2001,Labour Party
52,"Archie Hamilton, Baron Hamilton of Epsom",Beckington,(-2.2845 51.2649),1997,2001,Conservative Party
52,Norman Fowler,Chelmsford,(0.4798 51.7361),1997,2001,Conservative Party
52,"John MacGregor, Baron MacGregor of Pulham Market",London,(-0.1275 51.507222222),1997,2001,Conservative Party
52,Caroline Spelman,Bishop's Stortford,(0.1725 51.872),1997,2001,Conservative Party
52,Michael Ancram,London,(-0.1275 51.507222222),1997,2001,Conservative Party
52,"Patrick Cormack, Baron Cormack",Grimsby,(-0.08 53.5675),1997,2001,Conservative Party
52,Philip Hammond,Epping,(0.1087 51.7004),1997,2001,Conservative Party
52,Dominic Grieve,Lambeth,(-0.1193 51.4903),1997,2001,Conservative Party
52,"John Maples, Baron Maples",Fareham,(-1.18 50.85),1997,2001,Conservative Party
52,Gillian Shephard,Cromer,(1.302 52.931),1997,2001,Conservative Party
53,Andrew Mitchell,London,(-0.1275 51.507222222),2001,2005,Conservative Party
52,Patrick McLoughlin,Stafford,(-2.1171 52.8066),1997,2001,Conservative Party
52,Andrew Lansley,Hornchurch,(0.212811111 51.556502777),1997,2001,Conservative Party
52,David Stewart,Inverness,(-4.225833333 57.483888888),1997,2001,Labour Party
52,Dennis Canavan,Cowdenbeath,(-3.35 56.11),1999,2000,Labour Party
52,"Dennis Turner, Baron Bilston",Bradley,(-2.0752 52.5528),1997,2001,Labour Party
52,"Derek Foster, Baron Foster of Bishop Auckland",Sunderland,(-1.380277777 54.9),1997,2001,Labour Party
52,Martin Linton,Stockholm,(18.068611111 59.329444444),1997,2001,Labour Party
52,John McAllion,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
52,Jackie Lawrence,Birmingham,(-1.9025 52.48),1997,2001,Labour Party
52,Jamie Cann,Barton-upon-Humber,(-0.45 53.6833),1997,2001,Labour Party
52,Jane Kennedy,Whitehaven,(-3.5855 54.548),1997,2001,Labour Party
52,Jeffrey Ennis,Grimethorpe,(-1.38 53.57),1997,2001,Labour Party
52,Jimmy Wray,Govan,(-4.3083 55.8615),1997,2001,Labour Party
52,Joan Humble,Skipton,(-2.017 53.962),1997,2001,Labour Party
52,Adam Ingram,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
52,Rosemary McKenna,Renfrewshire,(-4.389464 55.877277),1997,2001,Labour Party
53,Jim Sheridan,Glasgow,(-4.25 55.861111111),2001,2005,Labour Party
53,David Hamilton,Dalkeith,(-3.068332 55.893642),2001,2005,Labour Party
52,Barry Sheerman,Sunbury-on-Thames,(-0.42 51.425),1997,2001,Labour Party
52,David Hanson,Liverpool,(-2.991666666 53.407222222),1997,2001,Labour Party
52,"George Foulkes, Baron Foulkes of Cumnock",Oswestry,(-3.0538 52.8598),1997,2001,Labour Party
52,Joan Ryan,Warrington,(-2.60288 53.38732),1997,2001,Labour Party
52,Joe Ashton,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
53,Michelle Gildernew,Dungannon,(-6.77 54.5),2001,2005,Sinn Féin
52,Cecil Walker,Belfast,(-5.93 54.596388888),1997,2001,Ulster Unionist Party
53,David Burnside,Ballymoney,(-6.508 55.071),2003,2004,Ulster Unionist Party
52,Alan Haselhurst,Yorkshire,(-1.083333333 53.958333333),1997,2001,Conservative Party
52,John Hayes,Woolwich,(0.066666666 51.491666666),1997,2001,Conservative Party
52,Oliver Heald,Reading,(-0.973055555 51.454166666),1997,2001,Conservative Party
53,Andrew Selous,London,(-0.1275 51.507222222),2001,2005,Conservative Party
53,David Ruffley,Bolton,(-2.43 53.578333333),2001,2005,Conservative Party
53,Andrew Rosindell,Romford,(0.1801 51.5768),2001,2005,Conservative Party
52,Laurence Robertson,Bolton,(-2.43 53.578333333),1997,2001,Conservative Party
53,Hugh Robertson,Canterbury,(1.0775 51.278333333),2001,2005,Conservative Party
52,Andrew Robathan,Surrey,(-0.45 51.25),1997,2001,Conservative Party
52,Angela Browning,Reading,(-0.973055555 51.454166666),1997,2001,Conservative Party
53,Anne McIntosh,Edinburgh,(-3.189166666 55.953333333),2001,2005,Conservative Party
53,Mark Prisk,Cornwall,(-4.9 50.3),2001,2005,Conservative Party
52,James Paice,Felixstowe,(1.351388888 51.963888888),1997,2001,Conservative Party
52,Richard Ottaway,Sonning,(-0.911 51.473),1997,2001,Conservative Party
52,Stephen O'Brien,Mtwara,(40.182777777 -10.273611111),1999,2001,Conservative Party
52,Sydney Chapman,Macclesfield,(-2.1274 53.2581),1997,2001,Conservative Party
52,Tim Collins,Epping,(0.1087 51.7004),1997,2001,Conservative Party
52,John Greenway,Northwich,(-2.518 53.259),1997,2001,Conservative Party
52,John Horam,Preston,(-2.699 53.759),1997,2001,Conservative Party
52,John Wilkinson,Windsor,(-0.6 51.483333333),1997,2001,Conservative Party
52,John Marek,London,(-0.1275 51.507222222),1997,2001,Conservative Party
52,Nick Harvey,Chandler's Ford,(-1.3792 50.984),1997,2001,Liberal Democrats
52,Adrian Sanders,Paignton,(-3.5625 50.435277777),1997,2001,Liberal Democrats
52,Bob Russell,London,(-0.1275 51.507222222),1997,2001,Liberal Democrats
52,Sandra Gidley,Rossett,(-2.945 53.109),2000,2001,Liberal Democrats
53,Alan Reid,Ayr,(-4.627777777 55.463888888),2001,2005,Liberal Democrats
53,Bob Spink,Haworth,(-1.955146 53.831502),2001,2005,Conservative Party
52,John Townend,Kingston upon Hull,(-0.3325 53.744444444),1997,2001,Conservative Party
52,Gavin Strang,Crieff,(-3.843055555 56.373611111),1997,2001,Labour Party
52,Rhodri Morgan,Cardiff,(-3.179166666 51.481666666),1997,2001,Labour Party
52,Donald Dewar,Glasgow,(-4.25 55.861111111),1997,2000,Labour Party
52,Peter Hain,Nairobi,(36.817222222 -1.286388888),1997,2001,Labour Party
52,"Chris Smith, Baron Smith of Finsbury",Barnet,(-0.1997 51.6444),1997,2001,Labour Party
52,Bernie Grant,Georgetown,(-58.150833333 6.805833333),1997,2000,Labour Party
52,Betty Williams,Bangor,(-4.128 53.228),1997,2001,Labour Party
52,Bill Etherington,Sunderland,(-1.380277777 54.9),1997,2001,Labour Party
52,Bill O'Brien,Pontefract,(-1.312 53.691),1997,2001,Labour Party
52,Bill Olner,Atherstone,(-1.5462 52.5787),1997,2001,Labour Party
52,Bob Blizzard,Bury St Edmunds,(0.7125 52.246667),1997,2001,Labour Party
52,Bob Laxton,Derby,(-1.476666666 52.921666666),1997,2001,Labour Party
52,Bob Marshall-Andrews,Willesden,(-0.2295 51.5468),1997,2001,Labour Party
52,Janet Anderson,Newcastle upon Tyne,(-1.613333333 54.977777777),1997,2001,Labour Party
52,Charlotte Atkins,Chelmsford,(0.4798 51.7361),1997,2001,Labour Party
52,Liz Blackman,Penrith,(-2.7548 54.6648),1997,2001,Labour Party
52,Helen Clark,Derby,(-1.476666666 52.921666666),1997,2001,Labour Party
52,Claire Curtis-Thomas,Neath,(-3.81 51.66),1997,2001,Labour Party
52,Valerie Davey,Surrey,(-0.45 51.25),1997,2001,Labour Party
53,Janet Dean,Crewe,(-2.44 53.099),2001,2005,Labour Party
52,Brian Iddon,Tarleton,(-2.841680555 53.678),1997,2001,Labour Party
52,Brian Jenkins,Pontypridd,(-3.33682 51.59672),1997,2001,Labour Party
52,Brian Sedgemore,Exmouth,(-3.413 50.62),1997,2001,Labour Party
52,Brian White,Belfast,(-5.93 54.596388888),1997,2001,Labour Party
52,Christine McCafferty,Manchester,(-2.233333333 53.466666666),1997,2001,Labour Party
52,Bridget Prentice,Glasgow,(-4.25 55.861111111),1997,2001,Labour Party
52,Bruce George,Mountain Ash,(-3.37916 51.6814),1997,2001,Labour Party
52,Claire Ward,North Shields,(-1.4448 55.0097),1997,2001,Labour Party
52,Calum MacDonald,Stornoway,(-6.387 58.209),1997,2001,Labour Party
52,John Grogan,Halifax,(-1.863 53.725),1997,2001,Labour Party
52,John Heppell,Newcastle upon Tyne,(-1.613333333 54.977777777),1997,2001,Labour Party
52,Tony Worthington,Hatfield,(-0.225833333 51.763611111),1997,2001,Labour Party
52,John McWilliam,Grangemouth,(-3.71639 56.0119),1997,2001,Labour Party
52,Joan Ruddock,Pontypool,(-3.041 51.703),1997,2001,Labour Party
52,Chris Ruane,Rhyl,(-3.480188888 53.321230555),1997,2001,Labour Party
52,Frank Roy,Motherwell,(-3.995555555 55.789166666),1997,2001,Labour Party
52,Geoffrey Robinson,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
52,John Robertson,Glasgow,(-4.25 55.861111111),2000,2001,Labour Party
52,David Lammy,Whittington Hospital,(-0.1395 51.5665),2000,2001,Labour Party
52,Lorna Fitzsimons,Littleborough,(-2.098 53.644),1997,2001,Labour Party
52,Nick Raynsford,Northampton,(-0.9 52.233333333),1997,2001,Labour Party
52,Dawn Primarolo,London,(-0.1275 51.507222222),1997,2001,Labour Party
53,Albert Owen,Holyhead,(-4.633333333 53.316666666),2001,2005,Labour Party
52,Sandra Osborne,Paisley,(-4.423888888 55.845555555),1997,2001,Labour Party
53,Patsy Calton,Somerset,(-3.0 51.3),2001,2005,Liberal Democrats
53,John Smith,Penarth,(-3.17 51.43),2001,2005,Labour Party
53,Dai Havard,Merthyr Tydfil,(-3.3779499 51.747263),2001,2005,Labour Party
52,Peter Robinson,Belfast,(-5.93 54.596388888),1997,2001,Democratic Unionist Party
