parliament,member,birthPlace,coordinates,start,end,party
58,Sarah Olney,Surrey,(-0.45 51.25),2019,2024,Liberal Democrats
58,Wera Hobhouse,Hanover,(9.738611111 52.374444444),2019,2024,Liberal Democrats
58,Christine Jardine,Glasgow,(-4.25 55.861111111),2019,2024,Liberal Democrats
58,Robert Courts,Stockport,(-2.149444444 53.408333333),2019,2024,Conservative Party
58,Caroline Johnson,Middlesbrough,(-1.233333333 54.573888888),2019,2024,Conservative Party
58,Trudy Harrison,Seascale,(-3.479722222 54.396388888),2019,2024,Conservative Party
58,Damien Moore,Workington,(-3.5549 54.6365),2019,2024,Conservative Party
58,Lee Rowley,Chesterfield,(-1.4275 53.235833333),2019,2024,Conservative Party
58,Stephen Kinnock,Tredegar,(-3.240688888 51.777611111),2019,2024,Labour Party
58,Catherine McKinnell,Newcastle upon Tyne,(-1.613333333 54.977777777),2019,2024,Labour Party
58,Keir Starmer,Southwark,(-0.0901 51.4988),2019,2024,Labour Party
58,Chris Heaton-Harris,Epsom,(-0.2675 51.336111111),2019,2024,Conservative Party
58,Gordon Henderson,Gillingham,(0.5498 51.3792),2019,2024,Conservative Party
58,Damian Hinds,Paddington,(-0.173 51.5172),2019,2024,Conservative Party
58,Philip Hollobone,Municipal Borough of Bromley,(0.0166667 51.4),2019,2024,Conservative Party
58,Adam Holloway,Faversham,(0.8928 51.3177),2019,2024,Conservative Party
58,John Howell,Wandsworth,(-0.192 51.455),2019,2024,Conservative Party
58,Daniel Kawczynski,Warsaw,(21.011111111 52.23),2019,2024,Conservative Party
58,Andrew Murrison,Colchester,(0.903611 51.888611),2019,2024,Conservative Party
58,Sheryll Murray,Millbrook,(-4.22059 50.35394),2019,2024,Conservative Party
58,James Morris,Nottingham,(-1.149166666 52.955),2019,2024,Conservative Party
58,David Morris,Leigh,(-2.515 53.4975),2019,2024,Conservative Party
58,Anne Marie Morris,London,(-0.1275 51.507222222),2022,2024,Conservative Party
58,Penny Mordaunt,Torquay,(-3.528055555 50.4625),2019,2024,Conservative Party
58,Nigel Mills,Jacksdale,(-1.33448 53.0598),2019,2024,Conservative Party
58,Mark Menzies,Irvine,(-4.661111111 55.619444444),2019,2024,Conservative Party
58,Esther McVey,Liverpool,(-2.991666666 53.407222222),2019,2024,Conservative Party
58,Stephen McPartland,Liverpool,(-2.991666666 53.407222222),2019,2024,Conservative Party
58,Marsha de Cordova,Bristol,(-2.5975 51.453611111),2019,2024,Labour Party
59,Rosie Duffield,London,(-0.1275 51.507222222),2024,2024,Labour Party
58,Stephanie Peacock,Birmingham,(-1.9025 52.48),2019,2024,Labour Party
58,Mike Hill,Heywood,(-2.219 53.59),2019,2021,Labour Party
58,Luke Pollard,Plymouth,(-4.142222222 50.371388888),2019,2024,Labour Party
58,Lloyd Russell-Moyle,Brighton,(-0.1375 50.820833333),2019,2024,Labour Party
58,Bambos Charalambous,Bowes Park,(-0.114 51.601),2019,2023,Labour Party
58,Tonia Antoniazzi,Llanelli,(-4.15 51.683333333),2019,2024,Labour Party
58,Liz Twist,St Helens,(-2.7461 53.4541),2019,2024,Labour Party
58,Tan Dhesi,Slough,(-0.593055555 51.509722222),2019,2024,Labour Party
58,Preet Kaur Gill,Edgbaston,(-1.919047222 52.45805),2019,2024,Labour Party
58,Darren Jones,Bristol,(-2.5975 51.453611111),2019,2024,Labour Party
58,Stephen Morgan,Fratton,(-1.0711 50.8008),2019,2024,Labour Party
58,Sarah Jones,Croydon,(-0.1099 51.3727),2019,2024,Labour Party
58,Mike Amesbury,Wythenshawe,(-2.264 53.3923),2019,2024,Labour Party
58,Jack Brereton,Stoke-on-Trent,(-2.183333333 53.0),2019,2024,Conservative Party
58,Bim Afolami,Crowthorne,(-0.792 51.37),2019,2024,Conservative Party
58,Julia Lopez,Essex,(0.583333333 51.75),2019,2024,Conservative Party
58,David Duguid,Turriff,(-2.46114 57.539),2019,2024,Conservative Party
58,Kenny MacAskill,Edinburgh,(-3.189166666 55.953333333),2019,2021,Scottish National Party
58,Neil O'Brien,Huddersfield,(-1.779722222 53.645),2019,2024,Conservative Party
58,John Redwood,Dover,(1.312222222 51.1275),2019,2024,Conservative Party
58,Cheryl Gillan,Cardiff,(-3.179166666 51.481666666),2019,2021,Conservative Party
58,Jessica Morden,Surrey,(-0.45 51.25),2019,2024,Labour Party
58,Kerry McCarthy,Luton,(-0.414722222 51.878333333),2019,2024,Labour Party
58,Ian Mearns,Newcastle upon Tyne,(-1.613333333 54.977777777),2019,2024,Labour Party
58,John Healey,Wakefield,(-1.4975 53.6825),2019,2024,Labour Party
58,Mark Hendrick,Salford,(-2.293055555 53.482777777),2019,2024,Labour Party
58,Meg Hillier,Hampstead,(-0.1744 51.5541),2019,2024,Labour Party
58,Margaret Hodge,Cairo,(31.235833333 30.044444444),2019,2024,Labour Party
58,Sharon Hodgson,Gateshead,(-1.6 54.95),2019,2024,Labour Party
58,George Howarth,Prescot Urban District,(-2.803 53.428),2019,2024,Labour Party
58,Lindsay Hoyle,Adlington,(-2.598583 53.616546),2019,2024,Labour Party
58,Alison McGovern,Clatterbridge,(-3.03 53.33),2019,2024,Labour Party
58,Pat McFadden,Paisley,(-4.423888888 55.845555555),2019,2024,Labour Party
58,John McDonnell,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
58,Siobhain McDonagh,Colliers Wood,(-0.167780555 51.419180555),2019,2024,Labour Party
58,Michael Gove,Edinburgh,(-3.189166666 55.953333333),2019,2024,Conservative Party
58,Rupa Huq,Hammersmith,(-0.2229 51.4928),2019,2022,Labour Party
58,Sarah Champion,Maldon,(0.675833333 51.731666666),2019,2024,Labour Party
58,Ben Lake,Ceredigion,(-4.000277777 52.252777777),2019,2024,Plaid Cymru
58,Alister Jack,Dumfries,(-3.616666666 55.066666666),2019,2024,Scottish Conservatives
58,Ian Murray,Edinburgh,(-3.189166666 55.953333333),2019,2024,Labour Party
58,Grahame Morris,County Durham,(-1.833333333 54.666666666),2019,2024,Labour Party
58,Anna McMorrin,Brecon,(-3.39086 51.94677),2019,2024,Welsh Labour
58,Alex Sobel,Leeds,(-1.543611111 53.7975),2019,2024,Labour Co-operative
58,David Warburton,Burnham,(-0.4 53.64),2019,2022,Conservative Party
58,Stewart Hosie,Dundee,(-2.97 56.460555555),2019,2024,Scottish National Party
58,Paul Girvan,Ballyclare,(-5.999 54.751),2019,2024,Democratic Unionist Party
58,Ben Bradley,Ripley,(-1.4 53.033333333),2019,2024,Conservative Party
58,Andrew Bowie,Aberdeenshire,(-2.123 57.151),2019,2024,Conservative Party
58,Simon Clarke,Stockton-on-Tees,(-1.32 54.57),2019,2024,Conservative Party
58,Gillian Keegan,Knowsley,(-2.8501 53.4498),2019,2024,Conservative Party
58,Alex Burghart,Wimborne Minster,(-1.978 50.804),2019,2024,Conservative Party
58,Rachel Maclean,Chennai,(80.275 13.0825),2019,2024,Conservative Party
58,Leo Docherty,Glasgow,(-4.25 55.861111111),2019,2024,Conservative Party
58,Bob Seely,Marylebone,(-0.147 51.5177),2019,2024,Conservative Party
58,Eddie Hughes,Birmingham,(-1.9025 52.48),2019,2024,Conservative Party
58,Natalie Elphicke,Welwyn Garden City,(-0.1932 51.8062),2019,2024,Conservative Party
58,Anna Firth,Leigh-on-Sea,(0.65 51.55),2022,2024,Conservative Party
58,Nickie Aiken,Cardiff,(-3.179166666 51.481666666),2019,2024,Conservative Party
58,Andrew Griffith,Bexleyheath,(0.1384 51.4589),2019,2024,Conservative Party
58,Joy Morrissey,Indiana,(-86.216666666 39.933333333),2019,2024,Conservative Party
58,Suzanne Webb,Sutton Coldfield,(-1.822 52.563),2019,2024,Conservative Party
58,Brendan Clarke-Smith,Clifton,(-1.19 52.91),2019,2024,Conservative Party
58,Tom Randall,Arnold,(-1.122 53.0),2019,2024,Conservative Party
58,Fay Jones,Cardiff,(-3.179166666 51.481666666),2019,2024,Conservative Party
58,Jill Mortimer,Leeds,(-1.543611111 53.7975),2021,2024,Conservative Party
58,Simon Baynes,Lesbury,(-1.6265 55.399),2019,2024,Conservative Party
58,Katherine Fletcher,Wythenshawe,(-2.264 53.3923),2019,2024,Conservative Party
58,Simon Fell,Preston,(-2.698055555 53.759444444),2019,2024,Conservative Party
58,Darren Henry,Bedford,(-0.463055555 52.134444444),2019,2024,Conservative Party
58,Selaine Saxby,Coventry,(-1.516666666 52.416666666),2019,2024,Conservative Party
58,Julie Marson,Barking,(0.08 51.54),2019,2024,Conservative Party
58,Matt Vickers,Stockton-on-Tees,(-1.32 54.57),2019,2024,Conservative Party
58,Jamie Wallis,Bettws,(-3.589 51.569),2019,2024,Conservative Party
58,Jonathan Gullis,Salisbury,(-1.7936 51.074),2019,2024,Conservative Party
58,Robbie Moore,Market Rasen,(-0.3355 53.387130555),2019,2024,Conservative Party
58,Ian Levy,Blyth,(-1.514 55.126),2019,2024,Conservative Party
58,Sarah Atherton,Chester,(-2.883333333 53.2),2019,2024,Conservative Party
58,Robert Largan,Manchester,(-2.233333333 53.466666666),2019,2024,Conservative Party
58,Laura Farris,Bucklebury,(-1.207 51.434),2019,2024,Conservative Party
58,Virginia Crosbie,Maldon,(0.675833333 51.731666666),2019,2024,Conservative Party
58,Siobhan Baillie,Yorkshire,(-1.083333333 53.958333333),2019,2024,Conservative Party
58,Lia Nici,Grimsby,(-0.08 53.5675),2019,2024,Conservative Party
58,Stuart Anderson,Hereford,(-2.716111111 52.056388888),2019,2024,Conservative Party
58,Miriam Cates,Sheffield,(-1.470277777 53.380833333),2019,2024,Conservative Party
58,Antony Higginbotham,Haslingden,(-2.328 53.705),2019,2024,Conservative Party
58,Sara Britcliffe,England,(-1.0 53.0),2019,2024,Conservative Party
58,Louie French,Greenwich,(0.0 51.48),2021,2024,Conservative Party
58,David Simmonds,Kent,(0.73 51.19),2019,2024,Conservative Party
58,Elliot Colburn,St Helier Hospital,(-0.1836 51.3803),2019,2024,Conservative Party
58,Marco Longhi,Walsall,(-1.98 52.58),2019,2024,Conservative Party
58,Nicola Richards,Dudley,(-2.1 52.516666666),2019,2024,Conservative Party
58,Angela Richardson,Auckland,(174.765277777 -36.849166666),2019,2024,Conservative Party
58,Shaun Bailey,West Midlands,(-1.833333333 52.5),2019,2024,Conservative Party
58,Imran Ahmad Khan,Wakefield,(-1.4975 53.6825),2021,2022,Conservative Party
58,Kate Kniveton,Burton upon Trent,(-1.636666666 52.801944444),2019,2024,Conservative Party
58,Claire Coutinho,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Sally-Ann Hart,Tynemouth,(-1.423 55.017),2019,2024,Conservative Party
58,Sarah Dines,Billericay,(0.4184 51.628),2019,2024,Conservative Party
58,Ben Everitt,Grantham,(-0.638055555 52.918055555),2019,2024,Conservative Party
58,Gagan Mohindra,Barking,(0.08 51.54),2019,2024,Conservative Party
58,Paul Bristow,York,(-1.083333333 53.95),2019,2024,Conservative Party
58,Dehenna Davison,Sheffield,(-1.470277777 53.380833333),2019,2024,Conservative Party
58,Layla Moran,Hammersmith,(-0.2229 51.4928),2019,2024,Liberal Democrats
58,Daisy Cooper,London,(-0.1275 51.507222222),2019,2024,Liberal Democrats
58,Wendy Chamberlain,Greenock,(-4.766666666 55.95),2019,2024,Liberal Democrats
58,Helen Morgan,Nottingham,(-1.149166666 52.955),2021,2024,Liberal Democrats
58,Dawn Butler,Forest Gate,(0.02739 51.5508),2019,2024,Labour Party
58,Jason McCartney,Harrogate,(-1.537777777 53.991944444),2019,2024,Liberal Democrats
58,Karl McCartney,Birkenhead,(-3.016666666 53.383333333),2019,2024,Conservative Party
58,Paul Maynard,Crewe,(-2.44 53.099),2019,2024,Conservative Party
58,Chris Green,Northern Ireland,(-6.6925 54.6075),2019,2024,Conservative Party
58,Luke Hall,Westerleigh,(-2.43 51.51),2019,2024,Conservative Party
58,James Heappey,Nailsea,(-2.76 51.43),2019,2024,Conservative Party
58,Simon Hoare,Cardiff,(-3.179166666 51.481666666),2019,2024,Conservative Party
58,Kevin Hollinrake,Easingwold,(-1.1897 54.1198),2019,2024,Conservative Party
58,Victoria Prentis,Banbury,(-1.339166666 52.061388888),2019,2024,Conservative Party
58,Rishi Sunak,Southampton,(-1.404444444 50.906666666),2019,2024,Conservative Party
58,Kelly Tolhurst,Rochester,(0.50546 51.38764),2019,2024,Conservative Party
58,Johnny Mercer,Kent,(0.73 51.19),2019,2024,Conservative Party
58,Derek Thomas,Cornwall,(-4.9 50.3),2019,2024,Conservative Party
58,Huw Merriman,Buckingham,(-1.0 52.0),2019,2024,Conservative Party
58,Craig Tracey,Durham,(-1.566666666 54.783333333),2019,2024,Conservative Party
58,Julian Knight,Chester,(-2.883333333 53.2),2022,2024,Conservative Party
58,Scott Mann,Wadebridge,(-4.885 50.518),2019,2024,Conservative Party
58,Paul Scully,Rugby,(-1.2637 52.3752),2019,2024,Conservative Party
58,Maggie Throup,Shipley,(-1.3322 52.9995),2019,2024,Conservative Party
58,Rebecca Pow,Somerset,(-3.0 51.3),2019,2024,Conservative Party
58,Michael Tomlinson,Wokingham,(-0.84 51.41),2019,2024,Conservative Party
58,Craig Williams,Welshpool,(-3.14725 52.659661111),2019,2024,Conservative Party
58,Anne-Marie Trevelyan,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Royston Smith,Harefield,(-1.3427 50.9188),2019,2024,Conservative Party
58,Tom Tugendhat,Westminster,(-0.1333 51.4995),2019,2024,Conservative Party
58,Amanda Solloway,Nottingham,(-1.149166666 52.955),2019,2024,Conservative Party
58,Matt Warman,London Borough of Enfield,(-0.079722222 51.654722222),2019,2024,Conservative Party
58,Amanda Milling,Burton upon Trent,(-1.636666666 52.801944444),2019,2024,Conservative Party
58,William Wragg,Hazel Grove,(-2.1119 53.3754),2019,2024,Conservative Party
58,Helen Whately,Surrey,(-0.45 51.25),2019,2024,Conservative Party
58,Kemi Badenoch,Wimbledon,(-0.2171 51.4235),2019,2024,Conservative Party
58,Douglas Ross,Moray,(-3.25 57.416666666),2019,2024,Conservative Party
58,Drew Hendry,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Steve McCabe,Port Glasgow,(-4.69 55.94),2019,2024,Labour Party
58,Seema Malhotra,London,(-0.1275 51.507222222),2019,2024,Labour Party
58,Shabana Mahmood,Birmingham,(-1.9025 52.48),2019,2024,Labour Party
58,Khalid Mahmood,Azad Kashmir,(73.764555555 33.938083333),2019,2024,Labour Party
58,Angus MacNeil,Barra,(-7.466666666 56.983333333),2023,2024,Scottish National Party
58,Dan Carden,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
58,Emma Hardy,West Yorkshire,(-1.666666666 53.75),2019,2024,Labour Party
58,Alex Norris,Manchester,(-2.233333333 53.466666666),2019,2024,Labour Party
58,Ellie Reeves,Beckenham,(-0.022 51.4077),2019,2024,Labour Party
58,Mohammad Yasin,Mirpur,(73.748548 33.149015),2019,2024,Labour Party
58,Damien Egan,Cork,(-8.473055555 51.9),2024,2024,Labour Party
58,Ruth Jones,Newport,(-2.997777777 51.588611111),2019,2024,Labour Party
59,Zarah Sultana,Birmingham,(-1.9025 52.48),2024,2024,Labour Party
58,Fleur Anderson,Jersey,(-2.11 49.19),2019,2024,Labour Party
58,Sarah Owen,Hastings,(0.57 50.85),2019,2024,Labour Party
58,Feryal Clark,Turkey,(36.0 39.0),2019,2024,Labour Party
58,Olivia Blake,Northallerton,(-1.4285 54.3378),2019,2024,Labour Party
58,Christian Wakeford,Burnley,(-2.248055555 53.788888888),2022,2024,Labour Party
58,Nadia Whittome,Nottingham,(-1.149166666 52.955),2019,2024,Labour Party
58,Mary Kelly Foy,Jarrow,(-1.49 54.981388888),2019,2024,Labour Party
58,Mick Whitley,St Catherine's Hospital,(-3.0304 53.3799),2019,2024,Labour Party
58,Beth Winter,Pontypridd,(-3.33682 51.59672),2019,2024,Labour Party
58,Sam Tarry,Westminster,(-0.1333 51.4995),2019,2024,Labour Party
58,Paula Barker,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
59,Apsana Begum,Shadwell,(-0.0466 51.5071),2024,2024,Labour Party
58,Abena Oppong-Asare,Ghana,(-1.08 8.03),2019,2024,Labour Party
58,Bell Ribeiro-Addy,London,(-0.1275 51.507222222),2019,2024,Labour Party
58,Charlotte Nichols,Romford,(0.1801 51.5768),2019,2024,Labour Party
58,Anthony Browne,Cambridge,(0.1225 52.208055555),2019,2024,Conservative Party
58,Louise Haigh,Sheffield,(-1.470277777 53.380833333),2019,2024,Labour Party
58,Carolyn Harris,Swansea,(-3.95 51.616666666),2019,2024,Labour Party
59,Imran Hussain,Bradford,(-1.751 53.794),2024,2024,Labour Party
58,Rebecca Long-Bailey,Old Trafford,(-2.287 53.4603),2019,2024,Labour Party
58,Jess Phillips,Birmingham,(-1.9025 52.48),2019,2024,Labour Party
58,Kate Osamor,London Borough of Haringey,(-0.111944444 51.6),2019,2024,Labour Party
58,Peter Kyle,West Sussex,(-0.5 50.916666666),2019,2024,Labour Party
58,Clive Lewis,London,(-0.1275 51.507222222),2019,2024,Labour Party
58,Holly Lynch,Halifax,(-1.863 53.725),2019,2024,Labour Party
58,Rachael Maskell,Winchester,(-1.308611111 51.063333333),2019,2024,Labour Party
58,Jo Stevens,Swansea,(-3.95 51.616666666),2019,2024,Labour Party
58,Daniel Zeichner,Beckenham,(-0.022 51.4077),2019,2024,Labour Party
58,Matthew Pennycook,Hammersmith,(-0.2229 51.4928),2019,2024,Labour Party
58,Gerald Jones,New Tredegar,(-3.236944444 51.718333333),2019,2024,Labour Party
58,Chris Matheson,Warrington,(-2.60288 53.38732),2019,2022,Labour Party
58,Christina Rees,Bridgend,(-3.5784 51.5072),2019,2022,Labour Party
58,Jeff Smith,Withington,(-2.229 53.433),2019,2024,Labour Party
58,Marie Rimmer,St Helens,(-2.7461 53.4541),2019,2024,Labour Party
58,Nick Thomas-Symonds,Blaenavon,(-3.082780555 51.773630555),2019,2024,Labour Party
58,Gill Furniss,Sheffield,(-1.470277777 53.380833333),2019,2024,Labour Party
58,Chris Elmore,Newport,(-2.997777777 51.588611111),2019,2024,Labour Party
58,Rosena Allin-Khan,Tooting,(-0.165 51.428),2019,2024,Labour Party
58,David Linden,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Dave Doogan,Perth,(-3.433333333 56.395833333),2019,2024,Scottish National Party
58,Neale Hanvey,Belfast,(-5.93 54.596388888),2020,2021,Scottish National Party
58,Stephen Flynn,Dundee,(-2.97 56.460555555),2019,2024,Scottish National Party
58,Richard Thomson,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Allan Dorans,Dailly,(-4.72 55.27),2019,2024,Scottish National Party
58,Órfhlaith Begley,Carrickmore,(-7.05 54.6),2019,2024,Sinn Féin
58,James Murray,Hammersmith,(-0.2229 51.4928),2019,2024,Labour Co-operative
58,Stewart McDonald,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Claire Hanna,Connemara,(-9.938003 53.525233),2019,2024,Social Democratic and Labour Party
58,Carla Lockhart,Aughnacloy,(-6.97477 54.4135),2019,2024,Democratic Unionist Party
58,Florence Eshalomi,Birmingham,(-1.9025 52.48),2019,2024,Labour Co-operative
58,Andy McDonald,Middlesbrough,(-1.233333333 54.573888888),2019,2023,Labour Party
58,Francie Molloy,County Tyrone,(-7.16 54.61),2019,2024,Sinn Féin
58,Saqib Bhatti,Walsall,(-1.98 52.58),2019,2024,Conservative Party
58,James Sunderland,Chertsey,(-0.5074 51.3902),2019,2024,Conservative Party
58,Laura Trott,Oxted,(-0.006530555 51.257380555),2019,2024,Conservative Party
58,Simon Jupp,Plymouth,(-4.142222222 50.371388888),2019,2024,Conservative Party
58,Robin Millar,Bangor,(-4.128 53.228),2019,2024,Conservative Party
58,James Daly,Huddersfield,(-1.779722222 53.645),2019,2024,Conservative Party
58,Luke Evans,Dorchester,(-2.439722222 50.710833333),2019,2024,Conservative Party
58,Paul Holmes,Southwark,(-0.0901 51.4988),2019,2024,Conservative Party
58,Mark Jenkinson,Whitehaven,(-3.5855 54.548),2019,2024,Conservative Party
58,Dean Russell,Birmingham,(-1.9025 52.48),2019,2024,Conservative Party
58,Jacob Young,Middlesbrough,(-1.233333333 54.573888888),2019,2024,Conservative Party
58,Jo Gideon,Birmingham,(-1.9025 52.48),2019,2024,Conservative Party
58,James Wild,Norwich,(1.292777777 52.628611111),2019,2024,Conservative Party
58,Peter Gibson,Middlesbrough,(-1.233333333 54.573888888),2019,2024,Conservative Party
58,Ben Spencer,Liverpool,(-2.991666666 53.407222222),2019,2024,Conservative Party
58,Richard Holden,Blackburn,(-2.4769 53.7449),2019,2024,Conservative Party
58,Chris Clarkson,Wegberg,(6.266666666 51.133333333),2019,2024,Conservative Party
58,Mark Fletcher,Barnsley,(-1.478888888 53.553611111),2019,2024,Conservative Party
58,James Grundy,Lowton,(-2.5698 53.4712),2019,2024,Conservative Party
58,Paul Howell,Bishop Auckland,(-1.68 54.66),2019,2024,Conservative Party
58,Greg Smith,Bromsgrove,(-2.0579 52.3353),2019,2024,Conservative Party
58,Gareth Davies,Leeds,(-1.543611111 53.7975),2019,2024,Conservative Party
58,Tom Hunt,Ely,(0.262222222 52.398055555),2019,2024,Conservative Party
58,Lee Anderson,Ashfield,(-1.3 53.05),2019,2024,Conservative Party
58,Rob Butler,Aylesbury,(-0.8124 51.8168),2019,2024,Conservative Party
58,David Johnston,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Nick Fletcher,Armthorpe,(-1.052236111 53.535177777),2019,2024,Conservative Party
58,Jane Stevenson,Wolverhampton,(-2.125277777 52.584166666),2019,2024,Conservative Party
58,Aaron Bell,Kent,(0.73 51.19),2019,2024,Conservative Party
58,Stephen Doughty,Cardiff,(-3.179166666 51.481666666),2019,2024,Labour Party
58,Steve Reed,St Albans,(-0.336 51.755),2019,2024,Labour Party
58,Alex Davies-Jones,Tonyrefail,(-3.43055 51.584),2019,2024,Labour Party
58,Ian Byrne,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
58,Rachel Hopkins,Luton,(-0.414722222 51.878333333),2019,2024,Labour Party
58,Kim Johnson,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
58,Kate Osborne,Folkestone,(1.179444444 51.079166666),2019,2024,Labour Party
58,Ashley Dalton,Leyland,(-2.699166666 53.690277777),2023,2024,Labour Party
58,Andrew Western,Wythenshawe,(-2.264 53.3923),2022,2024,Labour Party
58,Kim Leadbeater,Heckmondwike,(-1.67 53.708),2021,2024,Labour Party
58,Paulette Hamilton,Birmingham,(-1.9025 52.48),2022,2024,Labour Party
58,Michael Shanks,Ayrshire,(-4.635836 55.461053),2023,2024,Labour Party
58,Sarah Edwards,Moseley,(-1.88814 52.4467),2023,2024,Labour Party
58,John Nicolson,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Sarah Green,Corwen,(-3.379 52.98),2021,2024,Liberal Democrats
58,Stephen Farry,Newtownards,(-5.68 54.591),2019,2024,Alliance Party of Northern Ireland
58,Tracy Brabin,Batley,(-1.635555555 53.716666666),2019,2021,Labour Party
58,Tulip Siddiq,Mitcham,(-0.1517 51.4009),2019,2024,Labour Party
58,Wes Streeting,London Borough of Tower Hamlets,(-0.006111111 51.51),2019,2024,Labour Party
58,Anum Qaisar-Javed,Leith,(-3.17005 55.9801),2021,2024,Scottish National Party
58,Caroline Lucas,Malvern,(-2.325 52.108),2019,2024,Green Party of England and Wales
58,Mark Logan,Ballymena,(-6.268 54.862),2019,2024,
58,Ruth Edwards,Bristol,(-2.5975 51.453611111),2019,2024,
58,Felicity Buchan,Fraserburgh,(-2.005 57.693),2019,2024,
58,Scott Benton,Newport,(-2.997777777 51.588611111),2019,2023,
58,Duncan Baker,Norfolk,(0.95 52.6725),2019,2024,
58,Chris Loder,Sherborne,(-2.5183 50.9491),2019,2024,
58,Cherilyn Mackrory,Scarborough,(-0.4 54.2825),2019,2024,
