parliament,member,birthPlace,coordinates,start,end,party
58,Yasmin Qureshi,Gujrat,(74.078888888 32.573611111),2019,2024,Labour Party
58,Alan Campbell,Consett,(-1.83 54.85),2019,2024,Labour Party
58,Liam Byrne,Warrington,(-2.60288 53.38732),2019,2024,Labour Party
58,Derek Twigg,Widnes,(-2.728 53.363),2019,2024,Labour Party
58,Karl Turner,Kingston upon Hull,(-0.3325 53.744444444),2019,2024,Labour Party
58,Jon Trickett,Leeds,(-1.543611111 53.7975),2019,2024,Labour Party
58,Stephen Timms,Oldham,(-2.118333333 53.544722222),2019,2024,Labour Party
58,Emily Thornberry,Surrey,(-0.45 51.25),2019,2024,Labour Party
58,Gareth Thomas,Harrow,(-0.3464 51.5836),2019,2024,Labour Party
58,Mark Tami,Enfield,(-0.080833333 51.652222222),2019,2024,Labour Party
58,Mark Spencer,Nottinghamshire,(-1.0 53.166666666),2019,2024,Conservative Party
58,Julian Smith,Stirling,(-3.9369 56.1166),2019,2024,Conservative Party
58,Henry Smith,Epsom,(-0.2675 51.336111111),2019,2024,Conservative Party
58,Mark Francois,Islington,(-0.1027 51.544),2019,2024,Conservative Party
58,George Freeman,Cambridge,(0.1225 52.208055555),2019,2024,Conservative Party
58,Mike Freer,Manchester,(-2.233333333 53.466666666),2019,2024,Conservative Party
58,Richard Fuller,Bedford,(-0.463055555 52.134444444),2019,2024,Conservative Party
58,Roger Gale,Poole,(-1.983333333 50.716666666),2019,2024,Conservative Party
58,Mark Garnier,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Nick Gibb,Amersham,(-0.633333333 51.666666666),2019,2024,Conservative Party
58,John Glen,Bath,(-2.358611 51.381389),2019,2024,Conservative Party
58,Chris Skidmore,Bristol,(-2.5975 51.453611111),2019,2024,Conservative Party
58,Robert Goodwill,Terrington,(-0.972630555 54.127527777),2019,2024,Conservative Party
58,Helen Grant,Willesden,(-0.2295 51.5468),2019,2024,Conservative Party
58,James Gray,Glasgow,(-4.25 55.861111111),2019,2024,Conservative Party
58,Damian Green,Barry,(-3.2667 51.4064),2019,2024,Conservative Party
58,Robert Halfon,Westminster,(-0.1333 51.4995),2019,2024,Conservative Party
58,Alec Shelbrooke,Gravesend,(0.368611111 51.441666666),2019,2024,Conservative Party
58,Vicky Ford,Omagh,(-7.3025 54.6),2019,2024,Conservative Party
58,Matt Hancock,Chester,(-2.883333333 53.2),2022,2024,Conservative Party
58,Greg Hands,New York City,(-74.006111111 40.712777777),2019,2024,Conservative Party
58,Mark Harper,Swindon,(-1.781111111 51.558333333),2019,2024,Conservative Party
58,Rebecca Harris,Windsor,(-0.6 51.483333333),2019,2024,Conservative Party
58,Chris Grayling,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,John Baron,Redhill,(-0.1726 51.2393),2019,2024,Conservative Party
58,John Stevenson,Aberdeen,(-2.1 57.15),2019,2024,Conservative Party
58,Andrew Stephenson,Manchester,(-2.233333333 53.466666666),2019,2024,Conservative Party
58,Pete Wishart,Dunfermline,(-3.461666666 56.071388888),2019,2024,Scottish National Party
58,James Cleverly,Lewisham,(-0.005369444 51.461455555),2019,2024,Conservative Party
58,Hywel Williams,Pwllheli,(-4.416666666 52.883333333),2019,2024,Plaid Cymru
58,Sammy Wilson,Belfast,(-5.93 54.596388888),2019,2024,Democratic Unionist Party
58,Gregory Campbell,County Londonderry,(-6.85 54.92),2019,2024,Democratic Unionist Party
58,John Spellar,Bromley,(0.018305555 51.406444444),2019,2024,Labour Party
58,Yvonne Fovargue,Sale,(-2.322 53.424),2019,2024,Labour Party
58,Nick Smith,Cardiff,(-3.179166666 51.481666666),2019,2024,Labour Party
58,Barry Gardiner,Glasgow,(-4.25 55.861111111),2019,2024,Labour Party
58,Andy Slaughter,Hammersmith,(-0.2229 51.4928),2019,2024,Labour Party
58,Mary Glindon,Newcastle upon Tyne,(-1.613333333 54.977777777),2019,2024,Labour Party
58,Kate Green,Edinburgh,(-3.189166666 55.953333333),2019,2022,Labour Party
58,Lilian Greenwood,Bolton,(-2.43 53.578333333),2019,2024,Labour Party
58,Fabian Hamilton,Westminster,(-0.1333 51.4995),2019,2024,Labour Party
58,Stephen Hammond,Southampton,(-1.404444444 50.906666666),2019,2024,Conservative Party
58,Andrew Mitchell,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Nia Griffith,Dublin,(-6.260277777 53.349722222),2019,2024,Labour Party
58,Andrew Gwynne,Manchester,(-2.233333333 53.466666666),2019,2024,Labour Party
58,Barry Sheerman,Sunbury-on-Thames,(-0.42 51.425),2019,2024,Labour Party
58,Michelle Gildernew,Dungannon,(-6.77 54.5),2019,2024,Sinn Féin
58,Anne McLaughlin,Greenock,(-4.766666666 55.95),2019,2024,Scottish National Party
58,Alyn Smith,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Simon Hart,Wolverhampton,(-2.125277777 52.584166666),2019,2024,Conservative Party
58,Alok Sharma,Agra,(78.02 27.18),2019,2024,Conservative Party
58,Grant Shapps,Watford,(-0.395833333 51.655277777),2019,2024,Conservative Party
58,John Hayes,Woolwich,(0.066666666 51.491666666),2019,2024,Conservative Party
58,Oliver Heald,Reading,(-0.973055555 51.454166666),2019,2024,Conservative Party
58,Andrew Selous,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,David Rutley,Gravesend,(0.368611111 51.441666666),2019,2024,Conservative Party
58,Andrew Rosindell,Romford,(0.1801 51.5768),2019,2024,Conservative Party
58,Laurence Robertson,Bolton,(-2.43 53.578333333),2019,2024,Conservative Party
58,Jacob Rees-Mogg,Hammersmith,(-0.2229 51.4928),2019,2024,Conservative Party
58,Mark Pritchard,Herefordshire,(-2.75 52.083333333),2019,2024,Conservative Party
58,Dan Poulter,Beckenham,(-0.022 51.4077),2019,2024,Conservative Party
58,Christopher Pincher,Walsall,(-1.98 52.58),2022,2023,Conservative Party
58,Andrew Percy,Kingston upon Hull,(-0.3325 53.744444444),2019,2024,Conservative Party
58,John Penrose,Sudbury,(0.72815 52.0417),2019,2024,Conservative Party
58,Mike Penning,Hendon,(-0.2252 51.5837),2019,2024,Conservative Party
58,Mark Pawsey,Binley Woods,(-1.42 52.394),2019,2024,Conservative Party
58,Priti Patel,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Guy Opperman,Marlborough,(-1.7274 51.4212),2019,2024,Conservative Party
58,Matthew Offord,Alton,(-0.9769 51.1498),2019,2024,Conservative Party
58,Jesse Norman,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Caroline Nokes,Lyndhurst,(-1.58 50.87),2019,2024,Conservative Party
58,Giles Watling,Chingford,(0.016 51.631),2019,2024,Conservative Party
58,Bob Neill,Ilford,(0.085833333 51.5575),2019,2024,Conservative Party
58,Jonathan Reynolds,Houghton-le-Spring,(-1.468 54.841),2019,2024,Labour Party
58,David Lammy,Whittington Hospital,(-0.1395 51.5665),2019,2024,Labour Party
58,Rachel Reeves,Lewisham,(-0.005369444 51.461455555),2019,2024,Labour Party
58,Bridget Phillipson,Gateshead,(-1.6 54.95),2019,2024,Labour Party
58,Toby Perkins,Reading,(-0.973055555 51.454166666),2019,2024,Labour Party
58,Virendra Sharma,Mandhali,(75.8253407 31.1928783),2019,2024,Labour Party
58,Stephen Crabb,Inverness,(-4.225833333 57.483888888),2019,2024,Conservative Party
58,Tracey Crouch,Ashford,(0.8676 51.1465),2019,2024,Conservative Party
58,David Davies,London Borough of Newham,(0.033333333 51.516666666),2019,2024,Conservative Party
58,Philip Davies,Doncaster,(-1.1325 53.522777777),2019,2024,Conservative Party
58,David Davis,York,(-1.083333333 53.95),2019,2024,Conservative Party
58,Caroline Dinenage,Portsmouth,(-1.087222222 50.805833333),2019,2024,Conservative Party
58,Jonathan Djanogly,Hammersmith,(-0.2229 51.4928),2019,2024,Conservative Party
58,Jackie Doyle-Price,Sheffield,(-1.470277777 53.380833333),2019,2024,Conservative Party
58,Richard Drax,Westminster,(-0.1333 51.4995),2019,2024,Conservative Party
58,James Duddridge,Bristol,(-2.5975 51.453611111),2019,2024,Conservative Party
58,Tim Farron,Preston,(-2.698055555 53.759444444),2019,2024,Liberal Democrats
58,Iain Duncan Smith,Edinburgh,(-3.189166666 55.953333333),2019,2024,Conservative Party
58,Philip Dunne,Ludlow,(-2.716666666 52.366666666),2019,2024,Conservative Party
58,Michael Ellis,Northampton,(-0.9 52.233333333),2019,2024,Conservative Party
58,Tobias Ellwood,New York City,(-74.006111111 40.712777777),2019,2022,Conservative Party
58,George Eustice,Penzance,(-5.53685 50.12139),2019,2024,Conservative Party
58,Nigel Evans,Swansea,(-3.95 51.616666666),2019,2024,Conservative Party
58,David Evennett,Romford,(0.1801 51.5768),2019,2024,Conservative Party
58,Michael Fabricant,Brighton,(-0.1375 50.820833333),2019,2024,Conservative Party
58,Ed Davey,Mansfield,(-1.1963 53.1435),2019,2024,Liberal Democrats
58,Jim Shannon,Banbridge,(-6.26 54.343),2019,2024,Democratic Unionist Party
58,Ian Paisley Jr,Belfast,(-5.93 54.596388888),2019,2024,Democratic Unionist Party
58,Chi Onwurah,Wallsend,(-1.5311 54.991280555),2019,2024,Labour Party
58,Lisa Nandy,Manchester,(-2.233333333 53.466666666),2019,2024,Labour Party
58,Robert Syms,Chippenham,(-2.1158 51.4585),2019,2024,Conservative Party
58,Lucy Allan,Worcestershire,(-2.166666666 52.2),2019,2024,Conservative Party
58,Nigel Huddleston,Lincoln,(-0.55 53.25),2019,2024,Conservative Party
58,Tom Pursglove,Kettering,(-0.733333333 52.4),2019,2024,Conservative Party
58,Danny Kruger,Westminster,(-0.1333 51.4995),2019,2024,Conservative Party
58,Will Quince,Buckinghamshire,(-0.8 51.766666666),2019,2024,Conservative Party
58,Chris Philp,West Wickham,(-0.0193 51.3765),2019,2024,Conservative Party
58,Andrew Lewer,Burnley,(-2.248055555 53.788888888),2019,2024,Conservative Party
58,Robert Jenrick,Wolverhampton,(-2.125277777 52.584166666),2019,2024,Conservative Party
58,John Lamont,Kilwinning,(-4.7 55.65),2019,2024,Conservative Party
58,Craig Mackinlay,Chatham,(0.523333333 51.381944444),2019,2024,Conservative Party
58,Stella Creasy,Sutton Coldfield,(-1.822 52.563),2019,2024,Labour Party
58,Jon Cruddas,Helston,(-5.27 50.1),2019,2024,Labour Party
58,John Cryer,Darwen,(-2.461 53.698),2019,2024,Labour Party
58,Alex Cunningham,Harthill,(-3.74926 55.8603),2019,2024,Labour Party
58,Wayne David,Bridgend,(-3.5784 51.5072),2019,2024,Labour Party
58,Geraint Davies,Chester,(-2.883333333 53.2),2023,2024,Labour Party
58,Jack Dromey,London Borough of Brent,(-0.281111111 51.558888888),2019,2022,Labour Party
58,Angela Eagle,Bridlington,(-0.2004 54.088),2019,2024,Labour Party
58,Maria Eagle,Bridlington,(-0.2004 54.088),2019,2024,Labour Party
58,Clive Efford,Metropolitan Borough of Southwark,(-0.097 51.4908),2019,2024,Labour Party
58,Julie Elliott,Sunderland,(-1.385 54.91),2019,2024,Labour Party
58,Bill Esterson,Kent,(0.73 51.19),2019,2024,Labour Party
58,Chris Evans,Llwynypia,(-3.44856 51.6351),2019,2024,Labour Party
58,Mike Kane,Wythenshawe,(-2.264 53.3923),2019,2024,Labour Party
58,Emma Lewell-Buck,South Shields,(-1.43 54.995),2019,2024,Labour Party
58,Anneliese Dodds,Aberdeen,(-2.1 57.15),2019,2024,Labour Party
58,Karin Smyth,London,(-0.1275 51.507222222),2019,2024,Labour Party
58,Jim McMahon,Miles Platting,(-2.215833 53.489167),2019,2024,Labour Party
58,Angela Rayner,Stockport,(-2.149444444 53.408333333),2019,2024,Labour Party
58,Claudia Webbe,Leicester,(-1.133055555 52.636111111),2019,2020,Labour Party
58,Conor McGinn,Camlough,(-6.4109 54.1805),2019,2022,Labour Party
58,Lucy Powell,Moss Side,(-2.24 53.456),2019,2024,Labour Party
58,Afzal Khan,Jhelum,(73.733333333 32.933333333),2019,2024,Labour Party
58,Jonathan Edwards,Carmarthenshire,(-4.310555555 51.856111111),2019,2020,Plaid Cymru
58,Jeffrey Donaldson,Kilkeel,(-5.992 54.059),2019,2024,Democratic Unionist Party
58,Chris Hazzard,Drumaness,(-5.85583 54.3719),2019,2024,Sinn Féin
58,Mickey Brady,Newry,(-6.349166666 54.175555555),2019,2024,Sinn Féin
58,Jamie Stone,Edinburgh,(-3.189166666 55.953333333),2019,2024,Liberal Democrats
58,Colum Eastwood,Derry,(-7.341666666 54.991666666),2019,2024,Social Democratic and Labour Party
58,Desmond Swayne,Bern,(7.44743 46.94798),2019,2024,Conservative Party
58,Julian Sturdy,Yorkshire,(-1.083333333 53.958333333),2019,2024,Conservative Party
58,Graham Stuart,Carlisle,(-2.936388888 54.894722222),2019,2024,Conservative Party
58,Mel Stride,Ealing,(-0.3058 51.5111),2019,2024,Conservative Party
58,Gary Streeter,Gosport,(-1.124236111 50.795088888),2019,2024,Conservative Party
58,Iain Stewart,Scotland,(-5.0 57.0),2019,2024,Conservative Party
58,Gareth Bacon,British Hong Kong,(114.16 22.28),2019,2024,Conservative Party
58,Lisa Cameron,Glasgow,(-4.25 55.861111111),2019,2023,Conservative Party
58,Michelle Donelan,Whitley,(-2.566666666 53.316666666),2019,2024,Conservative Party
58,Flick Drummond,Aden,(45.033333333 12.8),2019,2024,Conservative Party
58,Kevin Foster,Plymouth,(-4.142222222 50.371388888),2019,2024,Conservative Party
58,Marcus Fysh,Australia,(133.0 -25.0),2019,2024,Conservative Party
58,Andrea Jenkyns,Beverley,(-0.427 53.845),2019,2024,Conservative Party
58,Wendy Morton,North Yorkshire,(-1.333333333 54.166666666),2019,2024,Conservative Party
58,Edward Argar,Ashford,(0.8676 51.1465),2019,2024,Conservative Party
58,Victoria Atkins,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Jeremy Quin,Aylesbury,(-0.8124 51.8168),2019,2024,Conservative Party
58,James Cartlidge,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Maria Caulfield,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Alex Chalk,Cheltenham,(-2.078427777 51.896519444),2019,2024,Conservative Party
58,Alberto Costa,Scotland,(-5.0 57.0),2019,2024,Conservative Party
58,James Davies,St Asaph,(-3.4416 53.2577),2019,2024,Conservative Party
58,Steve Double,St Austell,(-4.795 50.338),2019,2024,Conservative Party
58,Oliver Dowden,Park Street,(-0.339 51.722),2019,2024,Conservative Party
58,Suella Braverman,Harrow,(-0.3464 51.5836),2019,2024,Conservative Party
58,Lucy Frazer,Yorkshire,(-1.083333333 53.958333333),2019,2024,Conservative Party
58,Nus Ghani,Birmingham,(-1.9025 52.48),2019,2024,Conservative Party
58,Liam Fox,East Kilbride,(-4.18333 55.76667),2019,2024,Conservative Party
58,Alan Mak,Leeds,(-1.543611111 53.7975),2019,2024,Conservative Party
58,Caroline Ansell,Eastbourne,(0.286111111 50.766388888),2019,2024,Conservative Party
58,Ranil Jayawardena,London,(-0.1275 51.507222222),2019,2024,Conservative Party
59,Richard Burgon,Leeds,(-1.543611111 53.7975),2024,2024,Labour Party
58,Ruth Cadbury,Birmingham,(-1.9025 52.48),2019,2024,Labour Party
58,Catherine West,Sydney,(151.21 -33.867777777),2019,2024,Labour Party
58,Helen Hayes,Liverpool,(-2.991666666 53.407222222),2019,2024,Labour Party
58,Kate Hollern,Dumbarton,(-4.547222222 55.948611111),2019,2024,Labour Party
58,Tommy Sheppard,Coleraine,(-6.661 55.133),2019,2024,Labour Party
58,Naz Shah,Bradford,(-1.751 53.794),2019,2024,Labour Party
58,Thangam Debbonaire,Peterborough,(-0.243055555 52.5725),2019,2024,Labour Party
58,Cat Smith,Barrow-in-Furness,(-3.216666666 54.116666666),2019,2024,Labour Party
58,Neil Coyle,Luton,(-0.414722222 51.878333333),2022,2024,Labour Party
58,Peter Dowd,Bootle,(-2.994166666 53.45),2019,2024,Labour Party
58,Colleen Fletcher,Wyken,(-1.46667 52.4167),2019,2024,Labour Party
58,Vicky Foxcroft,Chorley,(-2.632 53.653),2019,2024,Labour Party
58,Graham Stringer,Manchester,(-2.233333333 53.466666666),2019,2024,Labour Party
58,George Galloway,Dundee,(-2.97 56.460555555),2024,2024,Labour Party
58,Ian Blackford,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Chris Stephens,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Mhairi Black,Paisley,(-4.423888888 55.845555555),2019,2024,Scottish National Party
58,Kirsty Blackman,Aberdeen,(-2.1 57.15),2019,2024,Scottish National Party
58,Deidre Brock,Western Australia,(121.0 -26.0),2019,2024,Scottish National Party
58,Philippa Whitford,Belfast,(-5.93 54.596388888),2019,2024,Scottish National Party
58,Kirsten Oswald,Dundee,(-2.97 56.460555555),2019,2024,Scottish National Party
58,Chris Law,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Carol Monaghan,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Brendan O'Hara,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Marion Fellows,Irvine,(-4.661111111 55.619444444),2019,2024,Scottish National Party
58,Hannah Bardell,Livingston,(-3.5157 55.8834),2019,2024,Scottish National Party
58,John McNally,Denny,(-3.907 56.018),2019,2024,Scottish National Party
58,Neil Gray,Kirkwall,(-2.96 58.981111111),2019,2021,Scottish National Party
58,Peter Grant,Coatbridge,(-4.026666666 55.8625),2019,2024,Scottish National Party
58,Alison Thewliss,Lanark,(-3.77702 55.6749),2019,2024,Scottish National Party
58,Douglas Chapman,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Joanna Cherry,Edinburgh,(-3.189166666 55.953333333),2019,2024,Scottish National Party
58,Ronnie Cowan,Inverclyde,(-4.75 55.9),2019,2024,Scottish National Party
58,Angela Crawley,Hamilton,(-4.039 55.777),2019,2024,Scottish National Party
58,Martyn Day,Falkirk,(-3.784444444 56.000555555),2019,2024,Scottish National Party
58,Martin Docherty-Hughes,Clydebank,(-4.4006 55.8997),2019,2024,Scottish National Party
58,Margaret Ferrier,Glasgow,(-4.25 55.861111111),2019,2020,Scottish National Party
58,Patrick Grady,Inverness,(-4.225833333 57.483888888),2022,2024,Scottish National Party
58,Patricia Gibson,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Gavin Newlands,Paisley,(-4.423888888 55.845555555),2019,2024,Scottish National Party
58,Owen Thompson,Midlothian,(-3.068611111 55.894166666),2019,2024,Scottish National Party
58,Stuart McDonald,Glasgow,(-4.25 55.861111111),2019,2024,Scottish National Party
58,Alan Brown,Kilmarnock,(-4.494444444 55.611666666),2019,2024,Scottish National Party
58,Gavin Robinson,Belfast,(-5.93 54.596388888),2019,2024,Democratic Unionist Party
58,Tim Loughton,Eastbourne,(0.286111111 50.766388888),2019,2024,Conservative Party
58,Jonathan Lord,Oldham,(-2.118333333 53.544722222),2019,2024,Conservative Party
58,Jack Lopresti,Southmead,(-2.6001 51.5005),2019,2024,Conservative Party
58,Sajid Javid,Rochdale,(-2.161 53.6136),2019,2024,Conservative Party
58,Bernard Jenkin,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Gareth Johnson,Bromley,(0.018305555 51.406444444),2019,2024,Conservative Party
58,Andrew Jones,Ilkley,(-1.822 53.925),2019,2024,Conservative Party
58,David Jones,London,(-0.1275 51.507222222),2019,2024,Conservative Party
58,Ian Liddell-Grainger,Edinburgh,(-3.189166666 55.953333333),2019,2024,Conservative Party
58,Julian Lewis,Swansea,(-3.95 51.616666666),2020,2024,Conservative Party
58,Brandon Lewis,Harold Wood,(0.2313 51.592),2019,2024,Conservative Party
58,Edward Leigh,Metropolitan Borough of Kensington,(-0.1951 51.5021),2019,2024,Conservative Party
58,Andrea Leadsom,Aylesbury,(-0.8124 51.8168),2019,2024,Conservative Party
58,Pauline Latham,Lincolnshire,(-0.2 53.1),2019,2024,Conservative Party
58,Eleanor Laing,Paisley,(-4.423888888 55.845555555),2019,2024,Conservative Party
58,Kwasi Kwarteng,London Borough of Waltham Forest,(-0.013527777 51.591222222),2019,2024,Conservative Party
58,Greg Knight,Blaby,(-1.205 52.573),2019,2024,Conservative Party
58,Marcus Jones,Nuneaton,(-1.4683 52.523),2019,2024,Conservative Party
58,Liz Saville Roberts,Eltham,(0.051772222 51.451477777),2019,2024,Plaid Cymru
58,Richard Bacon,Solihull,(-1.772 52.413),2019,2024,Conservative Party
58,Tony Lloyd,Stretford,(-2.308611111 53.446666666),2019,2024,Labour Party
58,Dan Jarvis,Nottingham,(-1.149166666 52.955),2019,2024,Labour Party
58,Diana Johnson,Northwich,(-2.518 53.259),2019,2024,Labour Party
58,Ian Lavery,Ashington,(-1.568 55.181),2019,2024,Labour Party
58,Liz Kendall,Hertfordshire,(-0.2 51.9),2019,2024,Labour Party
58,Kevan Jones,Worksop,(-1.122777777 53.309722222),2019,2024,Labour Party
58,Kit Malthouse,Liverpool,(-2.991666666 53.407222222),2019,2024,Conservative Party
58,Maria Miller,Wolverhampton,(-2.125277777 52.584166666),2019,2024,Conservative Party
