parliament,member,birthPlace,coordinates,start,end,party
37,Arthur Colegate,Walworth,(-0.0905 51.4898),1941,1945,Conservative Party
37,Assheton Pownall,Warwick,(-1.59 52.28),1935,1945,Conservative Party
37,Bartle Brennen Bull,Toronto,(-79.386666666 43.670277777),1935,1945,Conservative Party
37,Beatrice Wright,New Haven,(-72.925 41.308333333),1941,1945,Conservative Party
37,"Robert Hudson, 1st Viscount Hudson",London,(-0.1275 51.507222222),1935,1945,Conservative Party
37,"Sir Robert Cary, 1st Baronet",London,(-0.1275 51.507222222),1935,1945,Conservative Party
38,"Ian Fraser, Baron Fraser of Lonsdale",Eastbourne,(0.286111111 50.766388888),1945,1950,Conservative Party
38,Harry Legge-Bourke,Windsor,(-0.6 51.483333333),1945,1950,Conservative Party
38,"Hugh Molson, Baron Molson",Chelmsford,(0.4798 51.7361),1945,1950,Conservative Party
38,James Pitman,Kensington,(-0.1909 51.5004),1945,1950,Conservative Party
37,Percy Royds,Rochdale,(-2.161 53.6136),1937,1945,Conservative Party
37,Frank Markham,Stony Stratford,(-0.8526 52.0567),1935,1945,Conservative Party
37,Edward Percy Smith,Wandsworth,(-0.192 51.455),1943,1945,Conservative Party
38,Ernest Marples,Levenshulme,(-2.187 53.447),1945,1950,Conservative Party
37,Henry Peirson Harland,Uxbridge,(-0.4778 51.5404),1940,1945,Ulster Unionist Party
37,"Sir Henry Studholme, 1st Baronet",Exeter,(-3.526944444 50.725555555),1942,1945,Conservative Party
37,Edward Keeling,Bradford,(-1.751 53.794),1935,1945,Conservative Party
38,Arthur Allen,Wellingborough,(-0.6964 52.294),1945,1950,Labour Party
38,Arthur Bottomley,London,(-0.1275 51.507222222),1945,1950,Labour Party
38,"Arthur Champion, Baron Champion",Glastonbury,(-2.7175 51.1475),1945,1950,Labour Party
37,Arthur Creech Jones,Bristol,(-2.5975 51.453611111),1935,1945,Labour Party
37,Arthur Hayday,London,(-0.1275 51.507222222),1935,1945,Labour Party
38,Arthur Woodburn,Edinburgh,(-3.189166666 55.953333333),1945,1950,Labour Party
38,Barbara Ayrton-Gould,Kensington,(-0.1909 51.5004),1945,1950,Labour Party
38,Barnett Janner,Barry,(-3.2667 51.4064),1945,1950,Labour Party
38,Benn Levy,London,(-0.1275 51.507222222),1945,1950,Labour Party
37,Edward Williams,Ebbw Vale,(-3.2117 51.7779),1935,1945,Labour Party
38,Ernest Thurtle,New York,(-75.0 43.0),1945,1950,Labour Party
38,Florence Paton,Taunton,(-3.1 51.019166666),1945,1950,Labour Party
38,Francis Noel-Baker,London,(-0.1275 51.507222222),1945,1950,Labour Party
38,"Frank Beswick, Baron Beswick",Nottingham,(-1.149166666 52.955),1945,1950,Labour Party
37,"Archibald Sinclair, 1st Viscount Thurso",Chelsea,(-0.1684 51.4875),1935,1945,Liberal Party
37,Austin Hopkinson,Manchester,(-2.233333333 53.466666666),1935,1945,independent politician
38,Woodrow Wyatt,Surrey,(-0.45 51.25),1945,1950,Labour Party
37,Will Thorne,Birmingham,(-1.9025 52.48),1935,1945,Labour Party
38,Freda Corbet,Tooting,(-0.165 51.428),1945,1950,Labour Party
37,Frederick Bellenger,Bethnal Green,(-0.066 51.5275),1935,1945,Labour Party
37,Basil Neven-Spence,Leith,(-3.17005 55.9801),1935,1945,Unionist Party
38,"Frank Byers, Baron Byers",Liverpool,(-2.991666666 53.407222222),1945,1950,Liberal Party
38,"Anthony Greenwood, Baron Greenwood of Rossendale",Leeds,(-1.543611111 53.7975),1946,1950,Labour Party
38,Evan Durbin,Bideford,(-4.2171 51.0162),1945,1948,Labour Party
38,John Paton,Aberdeen,(-2.1 57.15),1945,1950,Labour Party
38,John Belcher,London,(-0.1275 51.507222222),1945,1949,Labour Party
38,Alfred Dobbs,Bozeat,(-0.6621 52.2173),1945,1945,Labour Party
38,Emrys Roberts,Caernarfon,(-4.27 53.14),1945,1950,Liberal Party
37,Ernest Brown,Torquay,(-3.528055555 50.4625),1935,1945,Liberal Party
38,"Sir Martin Lindsay, 1st Baronet",London,(-0.1275 51.507222222),1945,1950,Conservative Party
38,"Sir Max Aitken, 2nd Baronet",Montreal,(-73.5868411 45.5033426),1945,1950,Conservative Party
37,"Sir Peter Agnew, 1st Baronet",Bucklow Hundred,(-2.46 53.35),1935,1945,Conservative Party
37,"Sir Geoffrey Ellis, 1st Baronet",Shipley,(-1.777 53.833),1935,1945,Conservative Party
38,"Sir Roger Conant, 1st Baronet",Kensington,(-0.1909 51.5004),1945,1950,Conservative Party
37,Somerset de Chair,Somerset,(-3.0 51.3),1935,1945,Conservative Party
37,Spencer Summers,Flintshire,(-3.16667 53.25),1940,1945,Conservative Party
37,Thelma Cazalet-Keir,Westminster,(-0.1333 51.4995),1935,1945,Conservative Party
37,Loel Guinness,Manhattan,(-73.994166666 40.728333333),1935,1945,Conservative Party
37,Charles Frederick White,Bonsall,(-1.584 53.121),1944,1945,Liberal Party
37,Winston Churchill,Blenheim Palace,(-1.360948307 51.841362665),1935,1945,Conservative Party
38,Stan Awbery,Swansea,(-3.95 51.616666666),1945,1950,Labour Party
38,Walter Edwards,Whitechapel,(-0.069166666 51.516388888),1945,1950,Labour Party
38,Thomas Hubbard,Kirkcaldy,(-3.167369444 56.110730555),1945,1950,Labour Party
37,"Sir Percy Harris, 1st Baronet",Kensington,(-0.1909 51.5004),1935,1945,Liberal Party
37,"Stanley Holmes, 1st Baron Dovercourt",Marylebone,(-0.147 51.5177),1935,1945,Liberal Party
37,Edmund Harvey,Leeds,(-1.543611111 53.7975),1937,1945,Liberal Party
38,James Callaghan,Copnor,(-1.062 50.811),1945,1950,Labour Party
37,Hugh Dalton,Neath,(-3.81 51.66),1935,1945,Labour Party
37,Francis Alfred Broad,Hammersmith,(-0.2229 51.4928),1935,1945,Labour Party
37,Walter Elliot,Lanark,(-3.77702 55.6749),1935,1945,Conservative Party
37,"William Anstruther-Gray, Baron Kilmany",Cupar,(-3.01155 56.3194),1935,1945,Conservative Party
38,"Toby Low, 1st Baron Aldington",London,(-0.1275 51.507222222),1945,1950,Conservative Party
38,"Tufton Beamish, Baron Chelwood",Dunfermline,(-3.461666666 56.071388888),1945,1950,Conservative Party
37,Victor Montagu,London,(-0.1275 51.507222222),1941,1945,Conservative Party
37,"Violet Bathurst, Lady Apsley",Marylebone,(-0.147 51.5177),1943,1945,Conservative Party
38,Walter Smiles,Belfast,(-5.93 54.596388888),1945,1950,Conservative Party
37,W. Garfield Weston,Toronto,(-79.386666666 43.670277777),1939,1945,Conservative Party
38,Tom Horabin,Merthyr Tydfil,(-3.3779499 51.747263),1945,1950,Labour Party
38,Tommy Lewis,Southampton,(-1.404444444 50.906666666),1945,1950,Labour Party
38,"Tudor Watkins, Baron Watkins",Abercrave,(-3.713055555 51.800555555),1945,1950,Labour Party
38,"Walter Monslow, Baron Monslow",Wrexham,(-2.993611111 53.046666666),1945,1950,Labour Party
38,Walter Scott-Elliot,Scotland,(-5.0 57.0),1945,1950,Labour Party
37,Wilfred Paling,Ripley,(-1.4 53.033333333),1935,1945,Labour Party
38,Wilfrid Roberts,York,(-1.083333333 53.95),1945,1950,Labour Party
37,Stephen King-Hall,Blackheath,(0.009 51.47),1939,1945,National Labour Organisation
37,Archibald Hill,Bristol,(-2.5975 51.453611111),1940,1945,
37,John Boyd Orr,Kilmaurs,(-4.53028 55.6394),1945,1945,
37,"John Anderson, 1st Viscount Waverley",Edinburgh,(-3.189166666 55.953333333),1938,1945,
37,John Graham Kerr,Arkley,(-0.2311 51.6477),1935,1945,
37,"Henry Scrymgeour-Wedderburn, 11th Earl of Dundee",Edinburgh,(-3.189166666 55.953333333),1935,1945,
37,Ian Clark Hutchison,Leith,(-3.17005 55.9801),1941,1945,
38,"Thomas Burden, 1st Baron Burden",Mile End,(-0.0314 51.5248),1945,1950,
38,"Thomas Galbraith, 1st Baron Strathclyde",Partick,(-4.308611111 55.871388888),1945,1950,
37,William Alexander,Glasgow,(-4.25 55.861111111),1935,1945,
38,Wilson Harris,Plymouth,(-4.142222222 50.371388888),1945,1950,
37,David King Murray,Bothwell,(-4.06622 55.8023),1943,1945,
38,Thomas Loftus Cole,Belfast,(-5.93 54.596388888),1945,1950,Ulster Unionist Party
